Id,Category,Name,IsPublic,CityId,DistrictId,Address,Phone,Url
353606,2,市立東門國小,公立,0000,100,臺北市中正區東門里仁愛路一段2-4號,(02)23412822,http://www.tmps.tp.edu.tw
353604,2,市立國語實小,公立,0000,100,臺北市中正區龍光里南海路58號,(02)23033555,http://www.meps.tp.edu.tw
353602,2,市立河堤國小,公立,0000,100,臺北市中正區汀州路二段180號,(02)23677144,http://www.htps.tp.edu.tw
353605,2,市立南門國小,公立,0000,100,臺北市中正區南門里廣州街6號,(02)23715052,http://www.nmes.tp.edu.tw
353601,2,市立螢橋國小,公立,0000,100,臺北市中正區螢雪里詔安街29號,(02)23054620,http://www.yces.tp.edu.tw
353607,2,市立忠孝國小,公立,0000,100,臺北市中正區梅花里忠孝東路2段101號,(02)23918170,http://www.ches.tp.edu.tw
353603,2,市立忠義國小,公立,0000,100,臺北市中正區中華路二段307巷17號,(02)23038752,http://www.cips.tp.edu.tw
353608,2,臺北市立大學附小,公立,0000,100,臺北市中正區黎明里公園路29號,(02)23110395,http://new.estmue.tp.edu.tw/index.php
363602,2,市立日新國小,公立,0000,103,臺北市大同區星明里太原路151號,(02)25584819,http://www.zhps.tp.edu.tw
363605,2,市立雙蓮國小,公立,0000,103,臺北市大同區民權里錦西街51號,(02)25570309,http://www.sles.tp.edu.tw
363603,2,市立太平國小,公立,0000,103,臺北市大同區南芳里延平北路2段239號,(02)25532229,http://www.tpes.tp.edu.tw
363608,2,市立延平國小,公立,0000,103,臺北市大同區國慶里昌吉街97號,(02)25942439,http://www.ypps.tp.edu.tw
363609,2,市立大橋國小,公立,0000,103,臺北市大同區隆和里重慶北路3段2號,(02)25944413,http://www.tjps.tp.edu.tw
363604,2,市立永樂國小,公立,0000,103,臺北市大同區南芳里延平北路2段266號,(02)25534882,http://www.ylps.tp.edu.tw
363606,2,市立大同國小,公立,0000,103,臺北市大同區蓬萊里大龍街51號,(02)25965407,http://www.ttps.tp.edu.tw
363607,2,市立大龍國小,公立,0000,103,臺北市大同區保安里哈密街47號,(02)25942635,http://www.dlps.tp.edu.tw
363601,2,市立蓬萊國小,公立,0000,103,臺北市大同區星明里寧夏路35號,(02)25569835,http://www.plps.tp.edu.tw
343606,2,市立大佳國小,公立,0000,104,臺北市中山區大佳里6鄰濱江街107號,(02)25035816,http://www.djes.tp.edu.tw
343611,2,市立濱江國小,公立,0000,104,臺北市中山區樂群二路266巷99號,(02)85021571,http://www.bjes.tp.edu.tw
343610,2,市立永安國小,公立,0000,104,臺北市中山區明水路397巷19弄1號,(02)25335672,http://www.yaes.tp.edu.tw
343605,2,市立大直國小,公立,0000,104,臺北市中山區大直里大直街2號,(02)25333953,http://www.tzes.tp.edu.tw
343603,2,市立長安國小,公立,0000,104,臺北市中山區興亞里吉林路15號,(02)25617600,http://www.caps.tp.edu.tw
343604,2,市立長春國小,公立,0000,104,臺北市中山區中央里長春路165號,(02)25024366,http://www.ccps.tp.edu.tw
343601,2,市立中山國小,公立,0000,104,臺北市中山區恆安里民權東路1段69號,(02)25914085,http://www.csps.tp.edu.tw
343602,2,市立中正國小,公立,0000,104,臺北市中山區力行里龍江路62號,(02)25070932,http://web.jjes.tp.edu.tw
343609,2,市立懷生國小,公立,0000,104,臺北市中山區埤頭里安東街16巷2號,(02)27710846,http://www.wses.tp.edu.tw
343608,2,市立吉林國小,公立,0000,104,臺北市中山區中原里長春路116號,(02)25219196,http://www.clps.tp.edu.tw
343607,2,市立五常國小,公立,0000,104,臺北市中山區下埤里五常街16號,(02)25023416,http://www.wcps.tp.edu.tw/enable01/index.php
313605,2,市立民生國小,公立,0000,105,臺北市松山區敦化北路199巷18號,(02)27122452,http://www.msps.tp.edu.tw
313601,2,市立松山國小,公立,0000,105,臺北市松山區八德路四段746號,(02)27672907,http://web.ssps.tp.edu.tw
313607,2,市立民族國小,公立,0000,105,臺北市松山區民生東路4段97巷7號,(02)27124872,http://epage.mces.tp.edu.tw/bin/home.php
313604,2,市立敦化國小,公立,0000,105,臺北市松山區中正里敦化北路2號,(02)27414065,http://www.thps.tp.edu.tw
313602,2,市立西松國小,公立,0000,105,臺北市松山區東光里三民路5號,(02)27609221,http://www.sups.tp.edu.tw
313609,2,市立健康國小,公立,0000,105,臺北市松山區延壽街168號,(02)25282814,http://www.jkes.tp.edu.tw
313606,2,市立民權國小,公立,0000,105,臺北市松山區民權東路四段200號,(02)27652327,http://www.mcps.tp.edu.tw
313608,2,市立三民國小,公立,0000,105,臺北市松山區莊敬里民權東路五段1號,(02)27646080,http://www.smps.tp.edu.tw
333603,2,市立幸安國小,公立,0000,106,臺北市大安區民炤里仁愛路3段22號,(02)27074191,http://www.haps.tp.edu.tw
333607,2,市立古亭國小,公立,0000,106,臺北市大安區古風里羅斯福路3段201號,(02)23639795,http://www.gtes.tp.edu.tw
333604,2,市立建安國小,公立,0000,106,臺北市大安區龍雲里大安路2段99號,(02)27077119,http://www.jnps.tp.edu.tw
333605,2,市立仁愛國小,公立,0000,106,臺北市大安區敦安里安和路1段60號,(02)27095010,http://www.japs.tp.edu.tw
333602,2,市立大安國小,公立,0000,106,臺北市大安區芳和里臥龍街129號,(02)27322332,http://www.taes.tp.edu.tw
333606,2,市立金華國小,公立,0000,106,臺北市大安區永康里愛國東路79巷11號,(02)23917402,http://www.cups.tp.edu.tw/./
333601,2,市立龍安國小,公立,0000,106,臺北市大安區龍門里新生南路3段33號,(02)23632077,http://www.laes.tp.edu.tw
333611,2,市立和平實驗國小,公立,0000,106,臺北市大安區敦南街76巷28號,(02)27335900,http://sites.google.com/site/hopingelschool/
330601,2,國立臺北教大實小,公立,0000,106,臺北市大安區龍淵里和平東路2段94號,(02)27356186,http://www.ntueees.tp.edu.tw/
333609,2,市立公館國小,公立,0000,106,臺北市大安區基隆路4段41巷68弄2號,(02)27351734,http://www.gges.tp.edu.tw
333608,2,市立銘傳國小,公立,0000,106,臺北市大安區農場里羅斯褔路四段21號,(02)23639815,http://www.mhps.tp.edu.tw
331601,2,私立復興國小,私立,0000,106,臺北市大安區仁愛里敦化南路1段262號,(02)27715859,http://www.fhjh.tp.edu.tw
331602,2,私立立人國(中)小,私立,0000,106,臺北市大安區義榮里安和路二段99號,(02)27361388,http://www.ljjhps.tp.edu.tw
331603,2,私立新民小學,私立,0000,106,臺北市大安區龍坡里辛亥路1段113號,(02)23630450,http://www.hmps.tp.edu.tw
333610,2,市立新生國小,公立,0000,106,臺北市大安區新生南路二段36號,(02)23913122,http://www.snes.tp.edu.tw
373606,2,市立萬大國小,公立,0000,108,臺北市萬華區全德里萬大路346號,(02)23037654,http://www.wtps.tp.edu.tw
373604,2,市立大理國小,公立,0000,108,臺北市萬華區綠堤里艋舺大道389號,(02)23064311,http://www.tlps.tp.edu.tw
373608,2,市立西門國小,公立,0000,108,臺北市萬華區西門里成都路98號,(02)23113519,http://www.hmes.tp.edu.tw
373607,2,市立華江國小,公立,0000,108,臺北市萬華區環河南路2段250巷42弄2號,(02)23064352,http://web.hces.tp.edu.tw/front/bin/home.phtml
373605,2,市立西園國小,公立,0000,108,臺北市萬華區日善里東園街73巷65號,(02)23030257,http://www.hups.tp.edu.tw
373601,2,市立新和國小,公立,0000,108,臺北市萬華區西藏路125巷31號,(02)23038298,http://www.soes.tp.edu.tw
373611,2,市立福星國小,公立,0000,108,臺北市萬華區福星里中華路一段66號,(02)23144668,http://www.fhps.tp.edu.tw
373609,2,市立老松國小,公立,0000,108,臺北市萬華區福音里桂林路64號,(02)23361266,http://www.tlsps.tp.edu.tw
371601,2,私立光仁小學,私立,0000,108,臺北市萬華區壽德里萬大路423巷15號,(02)23032874,http://www.kjes.tp.edu.tw
373602,2,市立雙園國小,公立,0000,108,臺北市萬華區雙園里莒光路315號,(02)23061893,http://www.syps.tp.edu.tw
373603,2,市立東園國小,公立,0000,108,臺北市萬華區全德里東園街195號,(02)23034803,http://www.tyes.tp.edu.tw
373610,2,市立龍山國小,公立,0000,108,臺北市萬華區青山里和平西路三段235號,(02)23082977,http://www.lses.tp.edu.tw
323601,2,市立興雅國小,公立,0000,110,臺北市信義區雅祥里基隆路1段83巷9號,(02)27618156,http://www.hyps.tp.edu.tw
323604,2,市立三興國小,公立,0000,110,臺北市信義區景聯里基隆路2段99號,(02)27385488,http://www.shps.tp.edu.tw
323607,2,市立福德國小,公立,0000,110,臺北市信義區中行里褔德街253號,(02)27277992,http://www.fdps.tp.edu.tw
323606,2,市立吳興國小,公立,0000,110,臺北市信義區松仁路226號,(02)27200226,http://www.wsps.tp.edu.tw/
323602,2,市立永春國小,公立,0000,110,臺北市信義區永春里松山路225巷48號,(02)27641314,http://www.ycps.tp.edu.tw
323608,2,市立永吉國小,公立,0000,110,臺北市信義區永春里松山路287巷5號,(02)87858111,http://www.yhps.tp.edu.tw
323609,2,市立博愛國小,公立,0000,110,臺北市信義區松仁路22鄰95巷20號,(02)23450616,http://www.baps.tp.edu.tw
323605,2,市立信義國小,公立,0000,110,臺北市信義區松勤街60號,(02)27204005,http://www.syes.tp.edu.tw
323603,2,市立光復國小,公立,0000,110,臺北市信義區光復南路271號,(02)27585076,http://www.kfps.tp.edu.tw
413615,2,市立天母國小,公立,0000,111,臺北市士林區天玉里天玉街12號,(02)28723336,http://www.tmups.tp.edu.tw
413611,2,市立百齡國小,公立,0000,111,臺北市士林區福中里福港街205號,(02)28817683,http://www.bles.tp.edu.tw
413616,2,市立文昌國小,公立,0000,111,臺北市士林區文林路615巷20號,(02)28365411,http://www.wces.tp.edu.tw
413618,2,市立蘭雅國小,公立,0000,111,臺北市士林區蘭興里磺溪街57號,(02)28366052,http://www.lyps.tp.edu.tw
413607,2,市立富安國小,公立,0000,111,臺北市士林區富洲里延平北路8段135號,(02)28103192,http://www.fuanps.tp.edu.tw
413614,2,市立雨農國小,公立,0000,111,臺北市士林區名山里忠義街1號,(02)28329700,http://www.ynes.tp.edu.tw/enable2007/
413606,2,市立雨聲國小,公立,0000,111,臺北市士林區岩山里至誠路1段62巷70號,(02)28311004,http://www.yses.tp.edu.tw
413619,2,市立三玉國小,公立,0000,111,臺北市士林區三玉里天母東路116號,(02)28751369,http://www.syups.tp.edu.tw
413605,2,市立社子國小,公立,0000,111,臺北市士林區永倫里延平北路六段308號,(02)28126195,http://www.stps.tp.edu.tw
413617,2,市立芝山國小,公立,0000,111,臺北市士林區芝山里德行東路285號,(02)28316115,http://www.zsps.tp.edu.tw
413602,2,市立士東國小,公立,0000,111,臺北市士林區蘭雅里中山北路6段392號,(02)28710064,http://www.stes.tp.edu.tw
413609,2,市立溪山國小,公立,0000,111,臺北市士林區溪山里至善路3段199號,(02)28411010,http://www.hops.tp.edu.tw
413601,2,市立士林國小,公立,0000,111,臺北市士林區福德里大東路165號,(02)28812231,http://www.slps.tp.edu.tw
413613,2,市立葫蘆國小,公立,0000,111,臺北市士林區環河北路3段95號,(02)28129586,http://www.hrps.tp.edu.tw
413612,2,市立雙溪國小,公立,0000,111,臺北市士林區翠山里中社路2段66號,(02)28411038,http://www.sses.tp.edu.tw
413603,2,市立福林國小,公立,0000,111,臺北市士林區福志里福志路75號,(02)28316293,http://www.flps.tp.edu.tw
411601,2,私立華興小學,私立,0000,111,臺北市士林區芝山里仰德大道1段101號,(02)28316834,http://www.hhhs.tp.edu.tw
413610,2,市立平等國小,公立,0000,111,臺北市士林區平等里平菁街101號,(02)28610503,http://www.pdps.tp.edu.tw
413608,2,市立劍潭國小,公立,0000,111,臺北市士林區明勝里通河街16號,(02)28855491,http://www.jtes.tp.edu.tw
413604,2,市立陽明山國小,公立,0000,111,臺北市士林區新安里仰德大道3段61號,(02)28616366,http://www.ymps.tp.edu.tw
423614,2,市立明德國小,公立,0000,112,臺北市北投區榮華里明德路190號,(02)28229651,http://www.mdes.tp.edu.tw
423613,2,市立立農國小,公立,0000,112,臺北市北投區立農里立農街1段250號,(02)28210702,http://www.lnes.tp.edu.tw
423610,2,市立桃源國小,公立,0000,112,臺北市北投區中央北路3段40巷45號,(02)28941208,http://www.tyues.tp.edu.tw
423608,2,市立大屯國小,公立,0000,112,臺北市北投區大屯里復興三路312號,(02)28914353,http://www.dtps.tp.edu.tw
423604,2,市立關渡國小,公立,0000,112,臺北市北投區一德里中央北路4段581號,(02)28912847,http://www.kdps.tp.edu.tw
423603,2,市立石牌國小,公立,0000,112,臺北市北投區吉利里致遠二路80號,(02)28227484,http://web.spps.tp.edu.tw
423616,2,市立文化國小,公立,0000,112,臺北市北投區文化里文化三路1號,(02)28933828,http://www.whps.tp.edu.tw
423611,2,市立文林國小,公立,0000,112,臺北市北投區建民里文林北路155號,(02)28234212,http://www.wles.tp.edu.tw
423602,2,市立逸仙國小,公立,0000,112,臺北市北投區中心里新民路2號,(02)28914537,http://www.ysps.tp.edu.tw
423612,2,市立義方國小,公立,0000,112,臺北市北投區珠海路155號,(02)28917433,http://www.yfes.tp.edu.tw
423601,2,市立北投國小,公立,0000,112,臺北市北投區長安里中央北路1段73號,(02)28912052,http://www.ptes.tp.edu.tw
